stop_date,start_date,duration_time,success_time,success_rate,no_of_stacks,result
2018-03-26 12:05:50.139817,2018-03-26 10:49:11.646113,4130,1,0.05,20,0
2018-03-26 10:34:26.968926,2018-03-26 08:37:13.902094,6623,15,0.7,20,0
2018-03-26 05:47:12.246969,2018-03-26 04:40:40.358959,2660,7,0.35,20,0
2018-03-25 06:16:59.246750,2018-03-25 06:06:12.216381,372,0,0,20,0
2018-03-24 08:52:30.446404,2018-03-24 08:41:56.715041,171,0,0,20,0
2018-03-24 06:23:34.279006,2018-03-24 05:11:41.128800,4151,14,0.7,20,0
2018-03-23 18:02:09.189301,2018-03-23 17:58:17.503362,320,0,0,20,0
2018-03-23 08:11:27.078516,2018-03-23 07:05:25.940719,3619,0,0,20,0
2018-03-22 09:53:26.767929,2018-03-22 08:40:26.848006,3631,0,0,20,0
2018-03-22 06:22:04.251967,2018-03-22 06:15:50.536897,125,0,0,20,0
2018-03-21 12:52:26.889959,2018-03-21 12:46:13.347678,125,0,0,20,0
2018-03-19 19:15:27.450096,2018-03-19 18:52:17.534868,249,0,0,20,0
2018-03-18 08:14:07.498454,2018-03-18 08:07:58.861419,880,3,0.15,20,0
2018-03-14 08:35:29.296482,2018-03-14 08:07:58.168899,880,3,0.15,20,0
2018-03-13 13:46:33.604812,2018-03-13 13:30:24.480996,175,0,0,20,0
2018-03-12 11:27:33.441562,2018-03-12 11:04:14.962586,786,6,0.3,20,0
2018-03-11 11:24:17.675366,2018-03-11 11:06:14.552448,882,0,0,20,0
2018-03-11 07:19:00.407853,2018-03-11 07:05:33.217535,225,20,1,20,1
2018-03-11 07:07:46.543695,2018-03-11 06:44:27.168159,939,0,0,20,0
2018-03-10 09:34:04.475374,2018-03-10 09:10:04.303312,941,0,0,20,0
2018-03-10 08:39:47.917341,2018-03-10 08:15:04.692889,896,4,0.2,20,0
2018-03-09 11:28:43.721533,2018-03-09 11:13:40.505828,175,0,0,20,0
2018-03-09 09:00:24.761357,2018-03-09 08:43:03.298697,247,20,1,20,1
2018-03-09 02:56:23.917400,2018-03-09 02:32:11.196395,705,3,0.15,20,0
2018-03-08 12:12:26.751008,2018-03-08 11:57:33.671766,362,2,0.1,20,0
2018-03-07 09:34:04.032903,2018-03-07 09:16:07.496903,280,0,0,20,0
2018-03-07 09:02:01.212077,2018-03-07 08:42:07.356304,266,20,1,20,1
2018-03-06 10:21:19.880060,2018-03-06 10:05:36.227074,379,3,0.15,20,0
2018-03-05 05:40:10.198733,2018-03-05 05:04:40.148507,259,1,0.05,20,0
2018-03-04 08:59:47.039081,2018-03-04 08:44:47.945742,387,6,0.3,20,0
2018-03-04 05:53:46.099133,2018-03-04 05:36:08.236581,547,1,0.05,20,0
2018-03-03 19:01:09.682572,2018-03-03 18:52:25.105395,249,0,0,20,0
2018-03-03 14:15:48.677555,2018-03-03 13:05:00.828191,3740,0,0,20,0
2018-03-03 08:35:15.642554,2018-03-03 08:11:31.144828,272,20,1,20,1
2018-03-01 18:57:07.196732,2018-03-01 18:40:35.382974,221,20,1,20,1
2018-03-01 12:26:50.549814,2018-03-01 12:12:48.737671,175,0,0,20,0
2018-03-01 06:06:30.754897,2018-03-01 05:43:05.279936,267,0,0,20,0
2018-02-28 10:36:24.232877,2018-02-28 10:12:27.544633,934,0,0,20,0
2018-02-28 10:10:43.950046,2018-02-28 09:54:52.104612,385,4,0.2,20,0
2018-02-27 15:18:04.423640,2018-02-27 14:56:26.105439,134,0,0,20,0
2018-02-16 11:48:14.491901,2018-02-16 11:24:40.420341,919,4,0.2,20,0
2018-02-15 19:52:02.838450,2018-02-15 19:40:55.840753,232,0,0,20,0
2018-02-15 04:17:10.758480,2018-02-15 03:53:00.590444,735,4,0.2,20,0
2018-02-14 09:42:24.567850,2018-02-14 09:20:07.263142,3609,20,1,20,1
2018-02-14 07:34:48.149622,2018-02-14 06:22:41.875376,3741,0,0,20,0
2018-02-13 23:31:32.582957,2018-02-13 23:21:21.513514,237,0,0,20,0
2018-02-13 09:49:14.625984,2018-02-13 09:38:34.487501,240,0,0,20,0
2018-02-12 11:25:58.208362,2018-02-12 11:05:49.862699,375,4,0.2,20,0
2018-02-11 07:21:08.287135,2018-02-11 07:14:54.942076,2120,6,1,20,0
2018-02-11 14:21:02.517117,2018-02-11 14:02:43.838176,174,0,0,20,0
2018-02-11 05:37:30.309642,2018-02-11 05:28:53.387203,249,0,0,20,0
2018-02-10 08:19:41.899168,2018-02-10 08:03:43.031832,143,0,0,20,0
2018-02-10 07:37:20.943212,2018-02-10 07:23:39.991980,407,4,0.2,20,0
2018-02-10 02:34:03.636527,2018-02-10 02:23:48.035641,225,0,0,20,0
2018-02-09 08:57:04.319018,2018-02-09 08:53:43.473802,419,6,0.3,20,0
2018-02-09 07:51:05.937726,2018-02-09 07:31:26.099738,834,3,0.15,20,0
2018-02-08 06:44:50.717402,2018-02-08 06:29:27.107826,346,5,0.25,20,0
2018-02-08 05:53:50.598279,2018-02-08 05:42:38.211603,314,4,0.2,20,0
2018-02-07 20:05:05.594736,2018-02-07 19:51:39.140953,315,0,0,20,0
2018-02-07 08:37:30.196202,2018-02-07 08:12:08.166972,877,2,0.1,20,0
2018-02-07 08:13:25.878416,2018-02-07 08:10:58.283011,887,2,0.1,20,0
2018-02-06 11:43:27.302060,2018-02-06 11:28:08.494333,392,6,0.3,20,0
2018-02-06 08:23:40.421238,2018-02-06 08:00:15.631522,419,6,0.3,20,0
2018-02-05 22:31:15.758277,2018-02-05 22:21:01.905301,234,0,0,20,0
2018-02-05 06:04:03.003108,2018-02-05 05:44:12.302928,847,0,0,20,0
2018-02-05 05:55:53.155244,2018-02-05 05:53:26.816048,847,0,0,20,0
2018-02-04 09:37:05.288897,2018-02-04 09:24:55.642467,355,2,0.1,20,0
2018-02-04 07:09:17.862081,2018-02-04 06:35:15.063340,1662,2,0.1,20,0
2018-02-03 12:25:17.888272,2018-02-03 12:23:47.495069,1662,2,0.1,20,0
2018-02-03 06:52:42.417308,2018-02-03 05:39:00.905373,3734,0,0,20,0
2018-02-03 14:12:33.308543,2018-02-03 13:53:13.351915,232,20,1,20,1
2018-02-02 08:20:18.613808,2018-02-02 07:09:11.702029,3736,0,0,20,0
2018-02-01 07:43:16.521364,2018-02-01 07:10:10.285132,898,1,0.05,20,0
2018-01-31 10:17:46.823198,2018-01-31 10:06:59.297264,252,0,0,20,0
2018-01-30 12:45:47.193153,2018-01-30 12:30:09.527352,411,5,0.25,20,0
2018-01-30 06:26:15.661319,2018-01-30 05:59:05.691594,890,2,0.1,20,0
2018-01-29 20:53:06.987824,2018-01-29 20:43:08.104314,328,0,0,20,0
2018-01-29 09:01:11.882066,2018-01-29 08:58:22.339966,1662,2,0.1,20,0
2018-01-29 04:08:19.811192,2018-01-29 03:55:14.554749,286,0,0,20,0
2018-01-28 09:45:30.796672,2018-01-28 09:28:25.309045,509,6,0.3,20,0
2018-01-28 04:43:54.923452,2018-01-28 04:33:10.964963,262,0,0,20,0
2018-01-27 08:47:17.244173,2018-01-27 08:23:34.217057,898,1,0.05,20,0
2018-01-26 11:55:06.462758,2018-01-26 11:42:48.433892,359,5,0.25,20,0
2018-01-26 06:26:15.041989,2018-01-26 06:03:04.951920,905,0,0,20,0
2018-01-25 17:51:00.847684,2018-01-25 17:35:08.023008,177,0,0,20,0
2018-01-25 06:20:04.489089,2018-01-25 06:16:26.029312,920,0,0,20,0
2018-01-25 04:20:57.865975,2018-01-25 03:53:30.828471,886,1,0.05,20,0
2018-01-24 09:02:28.127886,2018-01-24 08:34:12.504115,973,2,0.1,20,0
2018-01-24 08:38:20.124248,2018-01-24 08:05:20.355369,909,2,0.1,20,0
2018-01-23 18:20:10.167583,2018-01-23 17:58:14.640582,320,0,0,20,0
2018-01-23 06:35:34.463253,2018-01-23 06:15:49.156774,871,1,0.05,20,0
2018-01-23 05:16:04.680059,2018-01-23 05:12:17.608062,898,1,0.05,20,0
2018-01-22 11:24:19.350027,2018-01-22 10:59:17.842775,914,1,0.05,20,0
2018-01-22 03:44:42.874779,2018-01-22 03:27:03.774689,501,2,0.1,20,0
2018-01-21 20:29:42.983419,2018-01-21 20:15:32.372314,291,20,1,20,1
2018-01-21 04:36:48.055672,2018-01-21 04:34:27.799913,898,1,0.05,20,0
2018-01-21 01:27:49.665735,2018-01-21 01:18:08.145712,263,0,0,20,0
2018-01-20 08:10:36.775818,2018-01-20 07:54:12.198050,534,5,0.25,20,0
2018-01-20 06:23:09.078361,2018-01-20 06:06:54.119992,533,1,0.05,20,0
2018-01-19 17:47:48.956308,2018-01-19 17:37:11.989776,203,0,0,20,0
2018-01-19 06:58:10.238773,2018-01-19 06:54:50.704266,248,20,1,20,1
2018-01-19 06:58:09.671113,2018-01-19 06:54:57.721759,3730,16,0.8,20,0
2018-01-18 05:22:01.894589,2018-01-18 05:04:41.721901,398,5,0.25,20,0
2018-01-18 03:45:25.051002,2018-01-18 03:30:06.366250,575,2,0.1,20,0
2018-01-17 18:30:21.200014,2018-01-17 18:15:15.848134,248,20,1,20,1
2018-01-17 08:12:37.907373,2018-01-17 07:01:09.789486,3730,16,0.8,20,0
2018-01-17 06:23:39.417588,2018-01-17 06:13:28.316612,207,0,0,20,0
2018-01-16 07:57:26.566834,2018-01-16 07:35:47.807957,467,2,0.1,20,0
2018-01-16 06:44:21.766477,2018-01-16 06:27:13.202787,502,4,0.2,20,0
2018-01-15 16:28:52.591883,2018-01-15 16:11:37.485009,377,10,0.5,20,0
2018-01-15 04:10:54.884380,2018-01-15 03:49:42.528657,233,20,1,20,1
2018-01-15 04:02:37.603437,2018-01-15 03:43:27.591637,290,0,0,20,0
2018-01-14 04:51:41.717831,2018-01-14 04:33:10.033126,621,6,0.3,20,0
2018-01-14 03:47:40.454833,2018-01-14 03:28:09.019295,210,0,0,20,0
2018-01-13 09:36:26.643094,2018-01-13 09:24:51.477018,243,0,0,20,0
2018-01-13 15:51:28.879437,2018-01-13 15:33:10.902904,222,20,1,20,1
2018-01-12 07:50:50.962365,2018-01-12 07:38:24.923896,430,3,0.15,20,0
2018-01-12 06:56:08.654195,2018-01-12 06:33:53.082947,129,0,0,20,0
2018-01-11 13:25:18.017214,2018-01-11 12:50:41.276886,235,20,1,20,1
2018-01-11 19:45:00.839526,2018-01-11 19:14:34.195755,218,0,0,20,0
2018-01-11 01:38:24.901709,2018-01-11 01:20:47.874544,269,0,0,20,0
2018-01-10 10:24:38.638157,2018-01-10 10:04:13.723115,877,0,0,20,0
2018-01-10 07:34:16.039034,2018-01-10 07:15:14.477435,369,1,0.05,20,0
2018-01-09 21:36:10.657039,2018-01-09 19:49:44.628363,1999,20,1,20,1
2018-01-08 11:51:58.844898,2018-01-08 11:44:13.063283,419,6,0.3,20,0
2018-01-07 17:33:34.807286,2018-01-07 17:22:08.070341,275,20,1,20,1
2018-01-06 11:01:00.155091,2018-01-06 09:20:56.939953,3609,20,1,20,1
2018-01-05 23:36:27.366756,2018-01-05 23:25:20.704976,157,20,1,20,1
2018-01-04 13:55:56.628947,2018-01-04 12:31:21.970128,2265,20,1,20,1
2018-01-03 19:49:34.271763,2018-01-03 19:28:47.037084,258,20,1,20,1
2017-12-23 13:59:54.221765,2017-12-23 13:57:16.290160,2265,20,1,20,1
2017-12-22 10:08:43.624316,2017-12-22 10:06:11.423759,258,20,1,20,1
2017-12-21 20:55:14.870965,2017-12-21 17:57:10.681474,5058,20,1,20,1
2017-12-22 00:24:05.706198,2017-12-22 00:12:52.021160,271,0,0,20,0
2017-12-21 07:55:38.638838,2017-12-21 06:46:57.573193,1805,20,1,20,1
2017-12-20 14:40:22.712166,2017-12-20 13:30:40.722332,3737,5,0.25,20,0
2017-12-20 08:51:02.033179,2017-12-20 08:16:17.381005,934,20,1,20,1
2017-12-19 19:30:15.047638,2017-12-19 19:15:17.324268,223,0,0,20,0
2017-12-19 07:16:27.520857,2017-12-19 06:29:05.269362,1039,20,1,20,1
2017-12-18 21:25:08.581238,2017-12-18 21:05:23.110975,774,6,0.3,20,0
2017-12-18 03:54:50.653956,2017-12-18 03:51:23.875453,774,6,0.3,20,0
2017-12-17 22:03:55.302389,2017-12-17 21:42:41.709027,333,0,0,20,0
2017-12-17 10:02:07.945951,2017-12-17 09:22:02.200933,1150,20,1,20,1
2017-12-16 12:04:50.273494,2017-12-16 11:48:51.193886,529,5,0.25,20,0
2017-12-15 08:38:14.798250,2017-12-15 08:13:44.508877,124,20,1,20,1
2017-12-14 15:16:29.426517,2017-12-14 15:00:32.021446,384,5,0.25,20,0
2017-12-14 07:53:50.948658,2017-12-14 06:51:57.247925,856,0,0,20,0
2017-12-13 23:03:48.017548,2017-12-13 22:48:53.695610,376,5,0.25,20,0
2017-12-13 08:21:58.499971,2017-12-13 07:58:32.199917,895,0,0,20,0
2017-12-12 16:57:36.750762,2017-12-12 16:36:49.929778,817,0,0,20,0
2017-12-11 08:24:03.211178,2017-12-11 07:59:01.350926,370,6,0.3,20,0
2017-12-09 12:04:09.418684,2017-12-09 11:41:20.973244,848,3,0.15,20,0
2017-12-09 07:51:27.728871,2017-12-09 07:39:06.275670,236,0,0,20,0
2017-12-08 04:29:53.018506,2017-12-08 04:18:35.489925,288,0,0,20,0
2017-12-06 18:05:09.813132,2017-12-06 17:42:42.098974,990,0,0,20,0
2017-12-06 06:45:32.976687,2017-12-06 06:24:24.617086,885,0,0,20,0
2017-12-05 20:40:35.664050,2017-12-05 20:21:31.041025,737,7,0.35,20,0
2017-12-04 09:10:32.193088,2017-12-04 07:47:26.394248,3732,1,0.05,20,0
2017-12-04 04:28:02.420412,2017-12-04 04:12:24.157408,333,0,0,20,0
2017-12-04 09:10:17.167101,2017-12-04 08:57:52.709631,173,0,0,20,0
2017-12-03 12:02:18.474938,2017-12-03 11:41:08.793289,857,0,0,20,0
2017-12-03 06:54:27.813452,2017-12-03 06:43:24.981149,234,0,0,20,0
2017-12-02 12:53:12.672017,2017-12-02 12:23:07.634645,645,4,0.2,20,0
2017-12-01 22:01:50.305822,2017-12-01 21:37:48.271340,888,4,0.2,20,0
2017-12-01 21:49:39.397831,2017-12-01 21:35:33.369566,259,0,0,20,0
2017-12-01 10:49:17.636744,2017-12-01 10:34:50.695334,368,3,0.15,20,0
2017-12-01 03:10:09.901284,2017-12-01 03:02:50.933984,217,18,0.9,20,0
2017-11-30 08:04:15.103458,2017-11-30 07:45:17.712161,440,9,0.45,20,0
2017-11-29 11:49:18.363509,2017-11-29 11:31:43.096816,327,0,0,20,0
2017-11-28 18:55:26.911103,2017-11-28 18:40:55.174559,367,8,0.4,20,0
2017-11-28 18:52:30.354108,2017-11-28 18:46:26.193340,175,0,0,20,0
2017-11-29 02:35:09.810829,2017-11-29 02:12:48.081391,937,0,0,20,0
2017-11-28 14:43:08.849493,2017-11-28 14:33:25.692895,248,0,0,20,0
2017-11-27 08:02:21.729565,2017-11-27 06:55:51.542817,3741,0,0,20,0
2017-11-27 13:16:03.528756,2017-11-27 13:05:54.969608,222,0,0,20,0
2017-11-26 22:33:00.821281,2017-11-26 22:25:23.823088,175,0,0,20,0
2017-11-26 10:14:04.309372,2017-11-26 10:03:11.346241,251,0,0,20,0
2017-11-25 21:13:46.475861,2017-11-25 20:52:31.712316,887,5,0.25,20,0
2017-11-26 01:23:28.907453,2017-11-26 01:01:25.653047,940,0,0,20,0
2017-11-25 13:59:36.223240,2017-11-25 13:39:49.544307,175,0,0,20,0
2017-11-25 11:10:32.167251,2017-11-25 10:03:50.969471,3739,3,0.15,20,0
2017-11-24 07:46:26.411164,2017-11-24 07:33:05.238340,446,7,0.35,20,0
2017-11-24 01:28:45.298467,2017-11-24 01:26:35.377030,385,8,0.4,20,0
2017-11-24 07:23:28.280851,2017-11-24 07:10:31.810475,244,0,0,20,0
2017-11-23 12:12:43.218587,2017-11-23 12:00:28.725648,295,0,0,20,0
2017-11-23 07:38:27.178288,2017-11-23 07:12:18.309116,895,4,0.2,20,0
2017-11-22 17:09:52.794647,2017-11-22 16:48:28.685393,961,1,0.05,20,0
2017-11-22 07:35:10.506062,2017-11-22 07:15:25.252172,385,8,0.4,20,0
2017-11-21 17:47:32.430605,2017-11-21 17:31:59.394325,389,8,0.4,20,0
2017-11-21 12:28:43.759264,2017-11-21 12:20:26.676126,233,0,0,20,0
2017-11-21 20:07:38.731502,2017-11-21 19:55:56.305778,237,0,0,20,0
2017-11-21 07:42:22.502719,2017-11-21 07:31:22.925750,256,0,0,20,0
2017-11-20 16:23:34.843546,2017-11-20 16:09:43.113359,393,0,0,20,0
2017-11-19 23:16:15.312916,2017-11-19 22:52:50.726758,901,1,0.05,20,0
2017-11-19 13:24:00.334925,2017-11-19 13:09:36.004821,226,0,0,20,0
2017-11-19 10:13:50.281656,2017-11-19 09:53:34.627308,585,6,0.3,20,0
2017-11-19 14:03:58.786953,2017-11-19 13:51:58.574141,230,0,0,20,0
2017-11-18 12:58:09.061977,2017-11-18 12:33:58.985265,351,6,0.3,20,0
2017-11-17 09:24:15.128129,2017-11-17 09:05:40.685975,339,7,0.35,20,0
2017-11-16 08:49:52.782070,2017-11-16 08:26:13.980313,510,8,0.4,20,0
2017-11-15 19:41:22.489750,2017-11-15 19:26:16.314297,366,5,0.25,20,0
2017-11-15 12:13:46.632752,2017-11-15 12:02:56.767881,223,17,0.85,20,0
2017-11-14 06:00:16.193004,2017-11-14 05:42:05.640567,628,8,0.4,20,0
2017-11-13 23:50:56.775398,2017-11-13 23:40:49.671452,237,17,0.85,20,0
2017-11-13 12:43:34.370835,2017-11-13 12:32:46.408285,217,18,0.9,20,0
2017-11-13 04:35:43.637936,2017-11-13 04:26:27.482360,359,6,0.3,20,0
2017-11-13 02:55:14.080608,2017-11-13 02:35:07.841937,535,2,0.1,20,0
2017-11-12 21:20:39.837907,2017-11-12 20:59:08.129557,846,0,0,20,0
2017-11-12 12:26:56.529265,2017-11-12 12:16:11.655973,216,17,0.85,20,0
2017-11-12 02:07:09.256620,2017-11-12 01:53:42.053631,325,7,0.35,20,0
2017-11-11 16:22:02.909527,2017-11-11 16:07:49.070610,278,10,0.5,20,0
2017-11-11 16:13:12.569995,2017-11-11 15:59:26.893594,195,0,0,20,0
2017-11-11 06:20:45.709844,2017-11-11 06:04:10.444486,366,7,0.35,20,0
2017-11-10 15:58:56.966481,2017-11-10 15:48:12.382719,133,0,0,20,0
2017-11-10 11:39:39.727772,2017-11-10 11:21:54.668083,561,10,0.5,20,0
2017-11-10 03:47:06.491670,2017-11-10 03:34:50.262314,240,0,0,20,0
2017-11-09 07:11:02.658059,2017-11-09 06:57:35.052424,311,1,0.05,20,0
2017-11-09 04:40:12.169931,2017-11-09 04:23:50.497619,474,5,0.25,20,0
2017-11-08 19:10:54.800413,2017-11-08 18:46:40.580997,895,6,0.3,20,0
2017-11-08 17:20:15.591554,2017-11-08 17:08:00.758482,229,0,0,20,0
2017-11-08 08:45:01.830150,2017-11-08 08:30:32.906691,308,3,0.15,20,0
2017-11-08 03:43:27.979729,2017-11-08 03:26:08.910557,564,8,0.4,20,0
2017-11-07 07:20:44.826962,2017-11-07 07:07:24.236520,219,18,0.9,20,0
2017-11-07 01:49:42.076831,2017-11-07 01:32:31.126872,606,6,0.3,20,0
2017-11-06 02:56:14.116099,2017-11-06 02:42:39.937272,356,7,0.35,20,0
2017-11-05 16:24:13.300877,2017-11-05 16:13:20.559573,223,18,0.9,20,0
2017-11-05 20:36:53.776658,2017-11-05 20:26:38.385643,241,0,0,20,0
2017-11-05 03:53:12.095826,2017-11-05 03:39:39.062187,378,10,0.5,20,0
2017-11-05 02:08:28.306409,2017-11-05 01:55:58.821009,374,8,0.4,20,0
2017-11-04 20:51:40.823194,2017-11-04 20:40:42.022906,221,17,0.85,20,0
2017-11-04 18:10:49.091668,2017-11-04 17:57:41.970944,414,0,0,20,0
2017-11-04 02:19:26.730980,2017-11-04 02:02:01.305198,395,7,0.35,20,0
2017-11-03 23:41:22.002034,2017-11-03 23:22:48.036343,595,14,0.7,20,0
2017-11-03 04:06:39.094744,2017-11-03 03:50:44.293020,374,6,0.3,20,0
2017-11-02 20:52:33.994069,2017-11-02 20:37:57.238343,439,16,0.8,20,0
2017-11-02 18:57:51.975059,2017-11-02 18:44:13.651157,374,6,0.3,20,0
2017-11-01 18:18:28.782991,2017-11-01 18:01:07.319664,216,16,0.8,20,0
2017-11-01 15:49:01.363757,2017-11-01 15:36:22.622311,358,9,0.45,20,0
2017-11-01 17:50:23.202164,2017-11-01 17:36:37.238630,417,17,0.85,20,0
2017-11-01 03:57:35.527751,2017-11-01 03:46:24.144665,242,0,0,20,0
2017-10-31 19:03:16.166597,2017-10-31 18:52:19.074348,215,17,0.85,20,0
2017-10-31 16:21:10.406261,2017-10-31 15:59:00.712005,757,10,0.5,20,0
2017-10-31 20:43:12.084269,2017-10-31 20:31:11.913864,301,0,0,20,0
2017-10-31 10:15:39.135539,2017-10-31 09:58:10.503999,256,0,0,20,0
2017-10-29 23:18:23.296931,2017-10-29 23:08:01.546499,420,7,0.35,20,0
2017-10-29 20:36:18.621677,2017-10-29 20:12:40.716046,927,0,0,20,0
2017-10-29 09:17:18.374842,2017-10-29 09:02:52.780407,438,9,0.45,20,0
2017-10-28 21:51:46.174307,2017-10-28 21:40:19.231727,176,0,0,20,0
2017-10-28 11:52:35.459311,2017-10-28 11:30:54.954347,136,0,0,20,0
2017-10-28 17:12:55.282409,2017-10-28 16:59:25.592798,320,1,0.05,20,0
2017-10-27 18:58:59.046937,2017-10-27 18:45:21.380362,375,6,0.3,20,0
2017-10-27 15:37:28.914929,2017-10-27 15:25:16.913953,233,0,0,20,0
2017-10-27 23:12:46.291941,2017-10-27 22:48:04.695171,844,0,0,20,0
2017-10-27 09:56:30.284123,2017-10-27 09:39:12.809793,758,9,0.45,20,0
2017-10-27 08:01:37.454344,2017-10-27 07:22:23.032406,824,0,0,20,0
2017-10-26 09:53:07.936736,2017-10-26 09:31:00.977989,446,10,0.5,20,0
2017-10-25 10:43:29.502130,2017-10-25 10:19:58.770693,362,4,0.2,20,0
2017-10-22 11:25:05.600660,2017-10-22 10:15:15.526589,3742,2,0.1,20,0
2017-10-22 01:45:41.784240,2017-10-22 01:33:53.867189,223,18,0.9,20,0
2017-10-20 18:12:11.406314,2017-10-20 18:00:37.546441,242,19,0.95,20,0
2017-10-20 13:12:41.134289,2017-10-20 12:49:47.022364,906,6,0.3,20,0
2017-10-20 10:08:14.314655,2017-10-20 09:54:29.902147,238,0,0,20,0
2017-10-11 06:56:17.718890,2017-10-11 06:36:43.760203,253,0,0,20,0
2017-10-10 15:37:49.684133,2017-10-10 15:24:00.428488,314,7,0.35,20,0
2017-09-30 04:20:43.441066,2017-09-30 03:56:17.669565,604,7,0.35,20,0
2017-09-28 20:49:27.825055,2017-09-28 20:41:47.091308,132,0,0,20,0
2017-09-28 20:04:22.451141,2017-09-28 19:54:51.816159,128,0,0,20,0
2017-09-28 10:55:24.817981,2017-09-28 10:39:46.667462,373,9,0.45,20,0
2017-09-28 08:05:06.243936,2017-09-28 07:51:20.239509,183,19,0.95,20,0
2017-09-15 02:37:44.538548,2017-09-15 02:19:54.911631,562,11,0.55,20,0
2017-09-14 02:53:47.054980,2017-09-14 02:35:32.938792,394,1,0.05,20,0
2017-09-08 09:23:08.795521,2017-09-08 08:58:35.732384,467,20,1,20,1
2017-08-26 11:16:20.712593,2017-08-26 11:00:19.028139,257,0,0,20,0
2017-08-25 07:55:03.596293,2017-08-25 07:40:29.288865,341,0,0,20,0
2017-08-24 07:56:22.107818,2017-08-24 07:44:39.058070,417,0,0,20,0
2017-08-04 05:01:25.561771,2017-08-04 04:17:20.474700,1080,19,0.9,20,0
2017-08-04 02:20:49.794916,2017-08-04 01:59:53.985821,865,7,0.35,20,0
2017-08-03 08:15:01.155732,2017-08-03 07:02:24.519520,3738,0,0,20,0
2017-07-13 10:38:11.256921,2017-07-13 10:37:37.832933,253,0,0,20,0
2017-05-31 09:26:38.766743,2017-05-31 08:57:06.068606,314,7,0.35,20,0
2017-05-26 19:18:13.114899,2017-05-26 19:10:27.451066,604,7,0.35,20,0
2017-05-26 17:24:00.462473,2017-05-26 17:23:49.975183,132,0,0,20,0
2017-05-24T12:05:08.553589,2017-05-24T12:05:08.553585,253,0,0,20,0
